order-time,product,price,quantity
2019-08-03 17:52:00,Mixed Vegetable Curry,5.95,1
2019-08-03 17:52:00,Dupiaza - Lamb,8.95,1
2019-08-03 17:52:00,Lemon Rice,3.95,1
2019-08-03 17:52:00,Methi - Lamb,8.95,1
2019-08-03 17:52:00,Pilau Rice,2.95,1
2019-08-03 17:52:00,Garlic Naan,2.95,1
2019-08-03 17:52:00,Onion Bhajee,3.95,1
2019-08-03 17:52:00,Spicy Papadum,0.8,1
2019-08-03 17:18:00,Plain Naan,2.6,1
2019-08-03 17:18:00,Pilau Rice,2.95,1
2019-08-03 17:18:00,Chicken Tikka Masala,8.95,1
2019-08-03 17:18:00,Bhuna - Lamb,8.95,1
2019-08-03 17:18:00,Plain Papadum,0.8,2
2019-08-03 16:21:00,Lamb Biryani,9.95,1
2019-08-03 16:21:00,Plain Naan,2.6,2
2019-08-02 20:23:00,Lamb Tikka,4.95,1
2019-08-02 20:23:00,Onion Bhajee,3.95,1
2019-08-02 20:23:00,Saag Paneer,5.95,1
2019-08-02 20:23:00,Chicken Tikka Masala,8.95,1
2019-08-02 20:23:00,Keema Rice,3.95,1
2019-08-02 20:23:00,Rogon - Lamb,8.95,1
2019-08-02 20:23:00,Chicken Tikka Karahi,9.95,1
2019-08-02 20:23:00,Pilau Rice,2.95,1
2019-08-02 20:23:00,Bombay Aloo,5.95,1
2019-08-02 20:18:00,Onion Bhajee,3.95,1
2019-08-02 20:18:00,French Fries,3.95,1
2019-08-02 20:18:00,Chicken Tikka Masala,8.95,1
2019-08-02 20:18:00,Korma - Chicken,8.95,1
2019-08-02 20:18:00,Plain Naan,2.6,1
2019-08-02 20:18:00,Pilau Rice,2.95,1
2019-08-02 19:33:00,Aloo Chaat,4.95,1
2019-08-02 19:33:00,Chicken Tikka Masala,8.95,1
2019-08-02 19:33:00,Garlic Naan,2.95,1
2019-08-02 19:33:00,Pilau Rice,2.95,1
2019-08-02 19:33:00,Bhuna - Chicken,8.95,1
2019-08-02 19:19:00,Plain Papadum,0.8,3
2019-08-02 19:19:00,Lemon Rice,3.95,1
2019-08-02 19:19:00,Lamb Mysore,9.95,1
2019-08-02 19:19:00,Dhansak - Chicken,8.95,1
2019-08-02 19:19:00,Chapati,1.95,1
2019-08-02 19:14:00,Lamb Biryani,9.95,2
2019-08-02 19:14:00,Peshwari Naan,2.95,1
2019-08-02 18:41:00,Onion Bhajee,3.95,1
2019-08-02 18:41:00,Aloo Gobi,5.95,1
2019-08-02 18:41:00,Chicken Biryani,9.95,1
2019-08-02 18:41:00,Madras - Chicken,7.95,1
2019-08-02 18:41:00,Korma - Chicken,8.95,1
2019-08-02 18:41:00,Chicken Balti,9.95,1
2019-08-02 18:41:00,Chicken Tikka Chilli Masala,8.95,1
2019-08-02 18:41:00,Lal Mirch Chicken,9.95,1
2019-08-02 18:41:00,Korma - Prawn,9.95,1
2019-08-02 18:41:00,Korma - King Prawn,12.95,1
2019-08-02 18:41:00,Plain Rice,2.95,1
2019-08-02 18:41:00,Mushroom Rice,3.95,2
2019-08-02 18:41:00,Garlic Naan,2.95,1
2019-08-02 18:41:00,Keema Naan,2.95,1
2019-08-02 18:41:00,Peshwari Naan,2.95,1
2019-08-02 18:41:00,Plain Papadum,0.8,10
2019-08-02 18:41:00,Spicy Papadum,0.8,2
2019-08-02 18:41:00,Mango Chutney,0.5,2
2019-08-02 18:41:00,Onion Chutney,0.5,6
2019-08-02 18:41:00,Red Sauce,0.5,4
2019-08-02 18:41:00,Mint Sauce,0.5,2
2019-08-02 18:18:00,Vindaloo - Chicken,7.95,1
2019-08-02 18:18:00,Madras - Chicken Tikka,7.95,1
2019-08-02 18:18:00,Plain Rice,2.95,2
2019-08-02 18:18:00,Plain Naan,2.6,2
2019-08-02 18:18:00,Madras - Chicken,7.95,1
2019-08-02 18:18:00,Plain Papadum,0.8,4
2019-08-02 18:18:00,Bombay Aloo,5.95,1
2019-08-02 17:57:00,Chicken Tikka Jalfrezi,8.95,1
2019-08-02 17:57:00,Pilau Rice,2.95,1
2019-08-02 17:57:00,Plain Papadum,0.8,2
2019-08-02 17:57:00,Spicy Papadum,0.8,1
2019-08-02 17:57:00,Vindaloo Sauce,3.95,1
2019-08-02 17:43:00,Onion Bhajee,3.95,1
2019-08-02 17:43:00,Mango Chutney,0.5,1
2019-08-02 17:43:00,Meat Samosa,3.95,1
2019-08-02 17:43:00,Chicken Pakora,5.95,1
2019-08-02 17:43:00,Lamb Biryani,9.95,1
2019-08-02 17:43:00,Chicken Biryani,9.95,1
2019-08-02 17:43:00,Chicken Tikka Biryani,10.95,1
2019-08-02 17:43:00,Aloo Gobi,5.95,1
2019-08-02 17:26:00,Chicken Tikka Jalfrezi,8.95,1
2019-08-02 17:26:00,Bombay Aloo,5.95,1
2019-08-02 17:26:00,Chana Masala,5.95,1
2019-08-02 17:26:00,Dupiaza - Chicken,8.95,1
2019-08-02 17:26:00,Keema Naan,2.95,1
2019-08-02 17:26:00,Pilau Rice,2.95,1
2019-08-02 17:26:00,Mushroom Rice,3.95,1
2019-08-02 14:11:00,Muttar Paneer,5.95,1
2019-08-02 14:11:00,Garlic Naan,2.95,1
2019-08-02 14:11:00,Mushroom Rice,3.95,1
2019-08-02 14:11:00,Plain Naan,2.6,1
2019-08-02 11:35:00,Chicken Tikka (Main),8.95,2
2019-08-02 11:35:00,Tandoori Mixed Grill,11.95,1
2019-08-02 11:35:00,Chicken Tikka Masala,8.95,1
2019-08-02 11:35:00,Curry - Chicken,7.95,1
2019-08-02 11:35:00,Bombay Aloo,5.95,2
2019-08-02 11:35:00,Muttar Paneer,5.95,1
2019-08-02 11:35:00,Plain Naan,2.6,4
2019-08-02 11:35:00,Pilau Rice,2.95,4
2019-08-02 11:35:00,Keema Rice,3.95,1
2019-08-02 11:35:00,Aloo Chaat,4.95,1
2019-08-02 11:35:00,Chicken Balti,9.95,1
2019-08-02 11:35:00,Chicken Shashlick,9.95,1
2019-08-02 11:35:00,Vegetable Balti,9.95,1
2019-08-02 11:35:00,Cauliflower Bhajee,5.95,1
2019-08-02 11:35:00,Vindaloo - Chicken,7.95,1
2019-08-01 20:42:00,Butter Chicken,9.95,1
2019-08-01 20:42:00,Prawn Balti,10.95,1
2019-08-01 19:51:00,Tandoori Chicken Masala,8.95,1
2019-08-01 19:51:00,Curry - Chicken,7.95,1
2019-08-01 19:51:00,Aloo Gobi,5.95,1
2019-08-01 19:51:00,Plain Naan,2.6,1
2019-08-01 19:51:00,Pilau Rice,2.95,1
2019-08-01 19:51:00,Plain Papadum,0.8,1
2019-08-01 19:51:00,Red Sauce,0.5,1
2019-08-01 19:51:00,Mango Chutney,0.5,1
2019-08-01 19:51:00,Mixed Starter,5.95,1
2019-08-01 19:16:00,Madras - Lamb,7.95,1
2019-08-01 19:16:00,Mushroom Rice,3.95,1
2019-08-01 19:16:00,French Fries,3.95,1
2019-08-01 19:16:00,Korma - Chicken,8.95,2
2019-08-01 19:16:00,Plain Naan,2.6,1
2019-08-01 19:16:00,Garlic Naan,2.95,1
2019-08-01 18:45:00,Plain Papadum,0.8,4
2019-08-01 18:45:00,Pathia - Chicken Tikka,8.95,2
2019-08-01 18:45:00,COBRA ( LARGE ),5.95,1
2019-08-01 18:45:00,House white wine 75cl,17.95,1
2019-08-01 18:45:00,Pilau Rice,2.95,2
2019-08-01 18:41:00,Lamb Tikka,4.95,1
2019-08-01 18:41:00,Lime Pickle,0.5,1
2019-08-01 18:41:00,Onion Chutney,0.5,1
2019-08-01 18:41:00,Plain Rice,2.95,1
2019-08-01 18:41:00,King Prawn Shaslick,12.95,1
2019-08-01 18:41:00,COBRA ( LARGE ),5.95,2
2019-08-01 18:21:00,Chicken Tikka Biryani,10.95,1
2019-08-01 18:21:00,Stuffed Paratha,3.95,1
2019-08-01 18:21:00,Meat Samosa,3.95,1
2019-08-01 18:02:00,Plain Rice,2.95,1
2019-08-01 18:02:00,Plain Naan,2.6,2
2019-08-01 18:02:00,Mixed Vegetable Curry,5.95,1
2019-08-01 18:02:00,Aloo Gobi,5.95,1
2019-08-01 18:02:00,Curry Sauce,3.95,1
2019-08-01 18:02:00,Mango Chutney,0.5,1
2019-08-01 18:02:00,Raitha,2.95,1
2019-08-01 17:59:00,Madras - Chicken,7.95,1
2019-08-01 17:59:00,Plain Naan,2.6,1
2019-08-01 17:59:00,Bottle Diet Coke,2.95,1
2019-08-01 17:59:00,Plain Rice,2.95,1
2019-08-01 17:34:00,Bombay Aloo,5.95,1
2019-08-01 17:34:00,Chicken Tikka Jalfrezi,8.95,1
2019-08-01 17:34:00,Mushroom Rice,3.95,1
2019-08-01 17:34:00,Plain Papadum,0.8,2
2019-08-01 13:33:00,Cauliflower Bhajee,5.95,1
2019-08-01 13:33:00,Dhansak - Chicken,8.95,1
2019-08-01 13:33:00,Tarka Dall,5.95,2
2019-08-01 13:33:00,Saag Dall,5.95,1
2019-08-01 12:33:00,Vindaloo - Chicken,7.95,2
2019-08-01 12:33:00,Special Fried Rice,3.95,1
2019-08-01 12:33:00,Plain Naan,2.6,1
2019-08-01 12:33:00,Bombay Aloo,5.95,1
2019-07-31 21:10:00,Lamb Biryani,9.95,1
2019-07-31 21:10:00,Chicken Biryani,9.95,1
2019-07-31 21:10:00,Bombay Aloo,5.95,1
2019-07-31 21:10:00,Peshwari Naan,2.95,1
2019-07-31 20:35:00,Dhansak - Lamb,8.95,1
2019-07-31 20:35:00,Korma - Chicken,8.95,1
2019-07-31 20:35:00,Plain Naan,2.6,1
2019-07-31 20:35:00,Pilau Rice,2.95,1
2019-07-31 20:11:00,Pilau Rice,2.95,2
2019-07-31 20:11:00,Chicken Tikka Masala,8.95,2
2019-07-31 20:11:00,Madras - Chicken Tikka,7.95,1
2019-07-31 20:11:00,Onion Bhajee,3.95,2
2019-07-31 20:05:00,Chicken Tikka Jalfrezi,8.95,1
2019-07-31 20:05:00,Pilau Rice,2.95,1
2019-07-31 20:05:00,Plain Naan,2.6,1
2019-07-31 20:05:00,Green Salad,2.95,1
2019-07-31 19:54:00,Sheek Kebab,4.95,1
2019-07-31 19:54:00,Vegetable Biryani,9.95,1
2019-07-31 19:54:00,Aloo Chaat,4.95,1
2019-07-31 19:54:00,Madras - King Prawn,11.95,1
2019-07-31 19:54:00,Pilau Rice,2.95,2
2019-07-31 19:54:00,Butter Chicken,9.95,1
2019-07-31 19:54:00,Plain Papadum,0.8,1
2019-07-31 19:35:00,Chicken Tikka Masala,8.95,1
2019-07-31 19:35:00,Plain Naan,2.6,5
2019-07-31 19:35:00,Rogon - Chicken,8.95,1
2019-07-31 19:35:00,Chicken Tikka (Main),8.95,1
2019-07-31 19:35:00,Madras - Chicken Tikka,7.95,2
2019-07-31 19:35:00,Garlic Naan,2.95,1
2019-07-31 19:35:00,Bombay Aloo,5.95,1
2019-07-31 19:35:00,Saag Aloo,5.95,1
2019-07-31 19:35:00,French Fries,3.95,1
2019-07-31 19:35:00,Pilau Rice,2.95,2
2019-07-31 19:35:00,Onion Bhajee,3.95,3
2019-07-31 19:31:00,Plain Papadum,0.8,4
2019-07-31 19:31:00,Mint Sauce,0.5,1
2019-07-31 19:31:00,Chicken Tikka Karahi,9.95,1
2019-07-31 19:31:00,Mushroom Bhajee,5.95,1
2019-07-31 19:31:00,Plain Rice,2.95,2
2019-07-31 19:17:00,Chicken Tikka,3.95,1
2019-07-31 19:17:00,Royal Paneer,5.95,1
2019-07-31 19:17:00,Garlic Naan,2.95,1
2019-07-31 19:17:00,Bottle Diet Coke,2.95,1
2019-07-31 19:05:00,Korma - Chicken,8.95,1
2019-07-31 19:05:00,Peshwari Naan,2.95,1
2019-07-31 19:05:00,Lemon Rice,3.95,1
2019-07-31 19:05:00,Mushroom Rice,3.95,1
2019-07-31 19:05:00,Lamb Sylhet,9.95,1
2019-07-31 19:02:00,Spicy Papadum,0.8,2
2019-07-31 19:02:00,Red Sauce,0.5,1
2019-07-31 19:02:00,Plain Rice,2.95,1
2019-07-31 19:02:00,Dupiaza - Chicken Tikka,8.95,1
2019-07-31 19:02:00,Chapati,1.95,1
2019-07-31 18:58:00,Saag - Chicken,8.95,1
2019-07-31 18:58:00,Saag Paneer,5.95,1
2019-07-31 18:58:00,Saag Rice,3.95,1
2019-07-31 18:50:00,Sheek Kebab,4.95,1
2019-07-31 18:50:00,Plain Papadum,0.8,3
2019-07-31 18:50:00,Lamb Tikka Masala,8.95,1
2019-07-31 18:50:00,Pilau Rice,2.95,1
2019-07-31 18:50:00,Keema Naan,2.95,1
2019-07-31 18:50:00,French Fries,3.95,1
2019-07-31 17:16:00,Keema Rice,3.95,1
2019-07-31 17:16:00,Bombay Aloo,5.95,1
2019-07-31 17:16:00,Madras - Lamb,7.95,1
2019-07-31 13:55:00,Lamb Biryani,9.95,1
2019-07-31 13:55:00,Lamb Tikka Chilli Masala,8.95,1
2019-07-31 13:55:00,Garlic Naan,2.95,1
2019-07-30 21:05:00,Paneer Tikka Sizzler,9.95,1
2019-07-30 21:05:00,Vindaloo Sauce,3.95,1
2019-07-30 21:05:00,Plain Rice,2.95,1
2019-07-30 21:05:00,French Fries,3.95,1
2019-07-30 20:10:00,Chicken Mysore,9.95,1
2019-07-30 20:10:00,Garlic Naan,2.95,3
2019-07-30 20:10:00,Lamb Chilli Garlic,9.95,1
2019-07-30 19:55:00,Aloo Chaat,4.95,1
2019-07-30 19:55:00,Tandoori Mixed Grill,11.95,1
2019-07-30 19:55:00,Tandoori Roti,2.6,1
2019-07-30 18:43:00,King Prawn Puree,5.95,1
2019-07-30 18:43:00,Plain Papadum,0.8,1
2019-07-30 18:43:00,Chicken Shashlick,9.95,1
2019-07-30 18:43:00,Bhindi Bhajee,5.95,1
2019-07-30 18:43:00,Dhansak Sauce,3.95,1
2019-07-30 18:43:00,Onion Bhajee,3.95,2
2019-07-30 18:43:00,Tarka Dall,5.95,1
2019-07-30 18:43:00,Saag Paneer,5.95,1
2019-07-30 18:43:00,Baingan Hari Mirch,5.95,1
2019-07-30 18:38:00,Madras - Chicken,7.95,1
2019-07-30 18:38:00,Lemon Rice,3.95,1
2019-07-30 18:38:00,Spicy Papadum,0.8,1
2019-07-30 18:38:00,French Fries,3.95,1
2019-07-30 18:33:00,Mint Sauce,0.5,1
2019-07-30 18:33:00,Lime Pickle,0.5,1
2019-07-30 18:01:00,Mango Chutney,0.5,2
2019-07-30 17:35:00,Red Sauce,0.5,1
2019-07-30 17:00:00,Onion Chutney,0.5,1
2019-07-30 17:00:00,Red Sauce,0.5,1
2019-07-29 22:21:00,Red Sauce,0.5,1
2019-07-29 20:03:00,Mango Chutney,0.5,1
2019-07-29 17:20:00,Mint Sauce,0.5,1
2019-07-28 20:00:00,Mango Chutney,0.5,1
2019-07-28 20:00:00,Mint Sauce,0.5,1
2019-07-28 20:00:00,Onion Chutney,0.5,1
2019-07-28 19:29:00,Onion Chutney,0.5,1
2019-07-28 19:29:00,Mango Chutney,0.5,1
2019-07-28 19:29:00,Mint Sauce,0.5,1
2019-07-28 17:58:00,Mango Chutney,0.5,1
2019-07-28 17:58:00,Mint Sauce,0.5,1
2019-07-28 17:41:00,Mango Chutney,0.5,1
2019-07-28 17:10:00,Mango Chutney,0.5,1
2019-07-27 20:28:00,Mango Chutney,0.5,1
2019-07-27 20:28:00,Mint Sauce,0.5,1
2019-07-27 19:49:00,Mango Chutney,0.5,2
2019-07-27 19:49:00,Lime Pickle,0.5,1
2019-07-27 19:36:00,Mango Chutney,0.5,1
2019-07-27 19:35:00,Mint Sauce,0.5,1
2019-07-27 19:35:00,Red Sauce,0.5,1
2019-07-27 19:35:00,Mint Sauce,0.5,1
2019-07-27 19:35:00,Mango Chutney,0.5,1
2019-07-27 19:23:00,Mint Sauce,0.5,2
2019-07-27 18:56:00,Mango Chutney,0.5,1
2019-07-27 18:56:00,Mint Sauce,0.5,1
2019-07-27 18:18:00,Mango Chutney,0.5,1
2019-07-27 18:11:00,Mango Chutney,0.5,1
2019-07-27 18:01:00,Mint Sauce,0.5,1
2019-07-27 18:01:00,Mango Chutney,0.5,1
2019-07-27 16:55:00,Onion Chutney,0.5,2
2019-07-27 16:55:00,Red Sauce,0.5,2
2019-07-27 16:55:00,Mint Sauce,0.5,2
2019-07-27 16:55:00,Mango Chutney,0.5,1
2019-07-27 16:55:00,Lime Pickle,0.5,1
2019-07-26 20:42:00,Mint Sauce,0.5,1
2019-07-26 19:51:00,Mango Chutney,0.5,1
2019-07-26 19:42:00,Mango Chutney,0.5,1
2019-07-26 19:42:00,Red Sauce,0.5,1
2019-07-26 19:42:00,Red Sauce,0.5,1
2019-07-26 19:42:00,Mango Chutney,0.5,1
2019-07-26 19:42:00,Mint Sauce,0.5,1
2019-07-26 19:33:00,Red Sauce,0.5,1
2019-07-26 19:33:00,Mango Chutney,0.5,1
2019-07-26 19:33:00,Mint Sauce,0.5,1
2019-07-26 19:12:00,Mint Sauce,0.5,1
2019-07-26 19:12:00,Red Sauce,0.5,1
2019-07-26 18:32:00,Mango Chutney,0.5,1
2019-07-26 18:14:00,Mango Chutney,0.5,1
2019-07-26 18:14:00,Lime Pickle,0.5,1
2019-07-26 17:56:00,Mango Chutney,0.5,1
2019-07-26 17:46:00,Mint Sauce,0.5,2
2019-07-26 17:46:00,Onion Chutney,0.5,1
2019-07-26 17:46:00,Red Sauce,0.5,1
2019-07-26 17:46:00,Lime Pickle,0.5,1
2019-07-25 19:51:00,Onion Chutney,0.5,1
2019-07-25 19:51:00,Red Sauce,0.5,1
2019-07-25 19:50:00,Mango Chutney,0.5,2
2019-07-25 19:11:00,Mint Sauce,0.5,1
2019-07-25 19:11:00,Mango Chutney,0.5,1
2019-07-25 17:23:00,Lime Pickle,0.5,1
2019-07-24 23:08:00,Mango Chutney,0.5,1
2019-07-24 23:08:00,Mint Sauce,0.5,1
2019-07-24 23:08:00,Onion Chutney,0.5,1
2019-07-23 21:30:00,Mint Sauce,0.5,1
2019-07-23 19:54:00,Mango Chutney,0.5,2
2019-07-23 19:26:00,Red Sauce,0.5,1
2019-07-23 19:26:00,Mint Sauce,0.5,1
2019-07-22 20:14:00,Onion Chutney,0.5,1
2019-07-22 20:14:00,Mint Sauce,0.5,1
2019-07-22 20:14:00,Red Sauce,0.5,1
2019-07-21 18:55:00,Mango Chutney,0.5,2
2019-07-21 18:55:00,Mint Sauce,0.5,1
2019-07-21 18:47:00,Mango Chutney,0.5,1
2019-07-21 17:26:00,Onion Chutney,0.5,1
2019-07-21 14:36:00,Lime Pickle,0.5,1
2019-07-20 21:17:00,Red Sauce,0.5,1
2019-07-20 20:15:00,Mango Chutney,0.5,1
2019-07-20 19:47:00,Mango Chutney,0.5,1
2019-07-20 19:47:00,Mint Sauce,0.5,1
2019-07-20 19:04:00,Mint Sauce,0.5,1
2019-07-20 19:04:00,Onion Chutney,0.5,1
2019-07-20 19:04:00,Mint Sauce,0.5,1
2019-07-20 19:04:00,Onion Chutney,0.5,1
2019-07-20 18:58:00,Mango Chutney,0.5,1
2019-07-20 18:45:00,Mango Chutney,0.5,2
2019-07-20 18:41:00,Mango Chutney,0.5,1
2019-07-20 18:41:00,Mint Sauce,0.5,1
2019-07-20 18:41:00,Red Sauce,0.5,1
2019-07-20 18:12:00,Mint Sauce,0.5,1
2019-07-20 18:08:00,Mint Sauce,0.5,1
2019-07-20 16:55:00,Mango Chutney,0.5,1
2019-07-19 20:15:00,Mint Sauce,0.5,1
2019-07-19 19:44:00,Mango Chutney,0.5,1
2019-07-19 19:44:00,Onion Chutney,0.5,4
2019-07-19 19:44:00,Red Sauce,0.5,2
2019-07-19 19:29:00,Mango Chutney,0.5,1
2019-07-19 19:12:00,Mango Chutney,0.5,1
2019-07-19 19:12:00,Lime Pickle,0.5,1
2019-07-19 19:12:00,Mint Sauce,0.5,1
2019-07-19 19:06:00,Red Sauce,0.5,1
2019-07-19 19:06:00,Mint Sauce,0.5,1
2019-07-19 19:06:00,Lime Pickle,0.5,1
2019-07-19 18:10:00,Lime Pickle,0.5,1
2019-07-19 18:08:00,Mango Chutney,0.5,1
2019-07-19 18:05:00,Mango Chutney,0.5,1
2019-07-19 17:42:00,Mango Chutney,0.5,2
2019-07-19 17:31:00,Mango Chutney,0.5,2
2019-07-19 17:31:00,Onion Chutney,0.5,2
2019-07-19 17:14:00,Mango Chutney,0.5,1
2019-07-16 20:22:00,Onion Chutney,0.5,2
2019-07-16 19:02:00,Mango Chutney,0.5,2
2019-07-16 17:35:00,Lime Pickle,0.5,1
2019-07-15 21:44:00,Mint Sauce,0.5,1
2019-07-15 21:30:00,Mint Sauce,0.5,1
2019-07-15 20:35:00,Mint Sauce,0.5,1
2019-07-15 19:18:00,Mango Chutney,0.5,2
2019-07-15 18:51:00,Mango Chutney,0.5,1
2019-07-15 18:51:00,Mint Sauce,0.5,1
2019-07-15 18:51:00,Onion Chutney,0.5,1
2019-07-14 20:29:00,Mint Sauce,0.5,1
2019-07-14 20:23:00,Mint Sauce,0.5,2
2019-07-14 18:07:00,Mango Chutney,0.5,1
